lead_time,required_car_parking_spaces,total_of_special_requests,previous_cancellations,previous_bookings_not_canceled,adr,adults,children,babies,deposit_type,market_segment,distribution_channel,customer_type,hotel,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled
86,0,1,0,0,99.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
95,0,0,0,0,115.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,25,0
4,0,0,0,0,130.0,2,0,0,No Deposit,Online TA,Direct,Transient,City Hotel,2017,April,28,0
14,1,2,0,0,324.5,2,2,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,25,0
39,0,0,0,0,289.0,3,2,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,26,0
3,0,1,0,0,228.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,26,0
9,0,0,0,0,110.0,1,0,0,No Deposit,Aviation,Corporate,Transient,City Hotel,2017,April,16,0
2,0,1,0,1,110.0,1,0,0,No Deposit,Aviation,Corporate,Transient,City Hotel,2017,June,14,0
9,0,1,0,0,110.0,1,0,0,No Deposit,Aviation,Corporate,Transient,City Hotel,2017,April,16,0
1,0,1,0,1,110.0,1,0,0,No Deposit,Aviation,Corporate,Transient,City Hotel,2017,June,15,0
52,0,1,0,0,129.96,2,1,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,26,0
63,0,0,0,0,108.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,23,0
132,0,2,0,0,99.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,24,0
78,0,1,0,0,121.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,25,0
153,0,0,0,0,96.25,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
82,0,1,0,0,123.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,23,0
12,0,0,0,0,155.0,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
93,0,1,0,0,184.5,2,1,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,21,0
53,0,1,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
28,0,0,0,0,114.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
53,0,1,0,0,171.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
294,0,1,0,0,99.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
76,0,0,0,0,108.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,25,0
78,0,1,0,0,121.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,25,0
17,0,0,0,0,154.1,2,1,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
31,0,0,0,0,119.0,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
53,0,1,0,0,126.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
12,0,0,0,0,150.0,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
21,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
28,0,0,0,0,116.2,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
48,0,2,0,0,171.0,3,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,26,0
48,0,2,0,0,144.0,2,1,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,26,0
52,1,1,0,0,77.0,2,0,0,Refundable,Corporate,Corporate,Transient-Party,City Hotel,2017,April,28,0
101,0,0,0,0,108.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,26,0
101,0,1,0,1,89.1,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
116,0,1,0,0,121.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,25,0
86,0,2,0,0,122.08,2,1,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,23,0
52,0,3,0,0,171.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
54,0,3,0,0,148.75,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,25,0
0,0,0,0,0,12.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
28,0,3,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
28,0,3,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
7,0,1,0,0,160.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
4,0,0,0,0,270.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
91,0,1,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
170,0,0,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
20,0,1,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
203,0,1,0,0,119.16,2,1,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
108,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
92,0,0,0,0,116.25,2,1,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,29,0
29,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
110,0,0,0,0,139.0,3,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
110,0,0,0,0,99.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
26,0,1,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
299,0,1,0,0,109.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
21,0,1,0,0,84.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
107,0,0,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
150,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,26,0
6,0,1,0,0,160.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
27,0,2,0,0,115.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
26,0,1,0,0,175.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
2,0,1,0,0,240.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
171,0,0,0,0,89.0,2,0,0,No Deposit,Direct,Direct,Transient-Party,City Hotel,2017,April,27,0
29,0,1,0,0,124.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
172,0,1,0,0,95.46,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
171,0,0,0,0,89.0,2,0,0,No Deposit,Direct,Direct,Transient-Party,City Hotel,2017,April,27,0
171,0,0,0,0,89.0,2,0,0,No Deposit,Direct,Direct,Transient-Party,City Hotel,2017,April,27,0
171,0,0,0,0,89.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
6,0,0,0,0,190.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
26,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
118,0,0,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
232,0,2,0,0,145.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
232,0,2,0,0,145.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
28,0,1,0,0,92.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
232,0,2,0,0,145.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
205,0,1,0,0,95.46,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
27,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
158,0,0,0,0,189.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,26,0
4,0,1,0,0,170.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
21,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
299,0,1,0,0,109.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
21,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
144,0,1,0,0,90.09,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
28,0,1,0,0,84.01,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
101,0,0,0,0,85.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,27,0
101,0,0,0,0,85.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,27,0
289,0,1,0,0,109.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
8,0,0,0,0,220.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
8,0,0,0,0,190.0,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
7,0,2,0,0,175.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,29,0
23,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
15,0,0,0,0,123.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
2,0,1,0,0,160.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
12,0,3,0,0,165.0,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
2,0,1,0,0,170.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
28,0,1,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
6,0,1,0,0,144.4,2,1,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
308,1,1,0,0,123.3,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
0,0,0,0,0,160.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,30,0
27,1,1,0,0,124.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
102,0,0,0,0,85.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,28,0
28,0,1,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
128,0,0,0,0,200.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,30,0
161,0,0,0,0,166.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
161,0,0,0,0,166.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
110,0,0,0,0,166.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
161,0,0,0,0,166.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
0,0,0,0,0,169.0,2,0,0,No Deposit,Direct,Direct,Transient-Party,City Hotel,2017,April,30,0
0,0,0,0,0,160.0,2,0,0,No Deposit,Direct,Direct,Transient-Party,City Hotel,2017,April,30,0
130,0,0,0,0,174.0,3,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
26,0,0,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
3,0,2,0,0,189.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
219,0,1,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
107,0,2,0,0,99.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
107,0,2,0,0,99.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
109,0,3,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
225,0,0,0,0,141.0,2,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
110,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
221,0,2,0,0,100.6,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,28,0
110,0,2,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
315,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
225,0,0,0,0,141.0,2,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
21,0,1,0,0,225.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
237,0,2,0,0,72.42,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
237,0,2,0,0,72.42,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
315,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
225,0,0,0,0,141.0,1,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
26,0,1,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
225,0,0,0,0,207.38,3,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
150,0,0,0,0,144.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
28,0,1,0,0,124.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
30,0,3,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
225,0,0,0,0,207.38,3,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
225,0,0,0,0,141.0,2,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
93,0,0,0,0,85.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,28,0
22,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
225,0,0,0,0,141.0,2,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
120,0,1,0,0,153.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
0,0,0,0,0,88.56,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
27,0,1,0,0,87.4,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
29,0,0,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
20,0,1,0,0,184.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
28,0,2,0,0,155.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
96,0,0,0,0,118.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,26,0
190,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
190,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
12,0,2,0,0,260.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
131,0,2,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
134,0,0,0,0,144.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,30,0
9,1,1,0,0,189.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
107,0,0,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
110,0,0,0,0,98.1,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,29,0
7,0,1,0,0,160.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
156,0,0,0,0,166.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
110,0,0,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
17,0,1,0,0,149.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
110,0,0,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
110,0,0,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
8,0,1,0,0,180.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
9,0,1,0,0,234.0,2,2,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
118,0,0,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
106,0,1,0,0,100.8,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,26,0
249,0,1,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
106,0,0,0,0,100.8,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,26,0
22,0,1,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
1,0,0,0,0,88.56,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
21,0,1,0,0,175.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
161,0,0,0,0,166.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
161,0,2,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
93,0,0,0,0,85.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,28,0
17,0,1,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
17,0,2,0,0,130.5,2,0,1,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
106,0,1,0,0,100.8,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,26,0
160,0,2,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
112,0,1,0,0,109.8,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
27,0,0,0,0,161.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,29,0
106,0,1,0,0,100.8,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,26,0
225,0,0,0,0,141.0,2,0,0,No Deposit,Groups,TA/TO,Transient-Party,City Hotel,2017,April,29,0
27,0,2,0,0,115.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
27,0,2,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
17,0,1,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
17,0,1,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
0,0,0,0,0,135.0,3,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,29,0
17,0,2,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
17,0,1,0,0,130.5,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
230,0,1,0,0,166.0,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
12,0,3,0,0,285.0,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,30,0
93,0,0,0,0,85.0,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,28,0
0,0,0,0,0,130.0,1,0,0,No Deposit,Corporate,Corporate,Transient,City Hotel,2017,April,24,0
12,0,0,0,0,130.0,1,0,0,No Deposit,Corporate,Corporate,Transient,City Hotel,2017,May,1,0
26,0,0,0,0,92.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,26,0
29,0,1,0,0,115.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
155,0,1,0,0,99.0,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
155,0,1,0,0,99.0,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
28,0,2,0,0,146.33,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
0,1,1,0,0,150.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,May,1,0
202,0,2,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
6,0,0,0,0,163.33,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
110,0,2,0,0,104.4,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
110,0,1,0,0,100.8,1,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
25,0,0,0,0,128.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
255,0,1,0,0,78.35,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
14,0,0,0,0,99.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
1,0,0,0,0,160.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,May,1,0
1,0,0,0,0,160.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,May,1,0
16,0,1,0,0,96.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,May,1,0
110,0,1,0,0,118.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
9,0,2,0,0,150.0,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,May,1,0
202,0,1,0,0,145.53,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
107,0,2,0,0,154.8,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
25,0,1,0,0,142.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
116,0,1,0,0,180.63,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
324,0,2,0,0,142.2,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
140,0,0,0,0,130.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,City Hotel,2017,April,28,0
0,0,0,0,0,160.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,May,1,0
164,0,4,0,0,130.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
26,0,0,0,0,133.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
112,0,1,0,0,123.75,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,28,0
27,1,3,0,0,137.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
287,0,0,0,0,112.85,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
9,0,3,0,0,141.0,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,29,0
192,0,0,0,0,84.6,1,0,0,No Deposit,Offline TA/TO,TA/TO,Transient,City Hotel,2017,April,28,0
109,0,0,0,0,101.25,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
109,0,0,0,0,101.25,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
29,0,1,0,0,143.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
168,0,2,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
29,0,1,0,0,143.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
168,0,2,0,0,117.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
140,0,1,0,0,130.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,City Hotel,2017,April,28,0
30,0,2,0,0,126.33,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
222,0,3,0,0,99.0,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
30,0,2,0,0,126.33,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
30,0,2,0,0,126.33,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
30,0,2,0,0,126.33,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
30,0,2,0,0,126.33,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
30,3,2,0,0,153.33,2,0,0,No Deposit,Online TA,TA/TO,Transient-Party,City Hotel,2017,April,29,0
140,0,1,0,0,130.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,City Hotel,2017,April,28,0
118,0,0,0,0,133.5,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
109,0,0,0,0,112.05,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
27,0,1,0,0,169.0,1,1,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,May,1,0
21,0,1,0,0,129.67,1,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,29,0
126,0,1,0,0,163.8,2,0,0,No Deposit,Direct,Direct,Transient,City Hotel,2017,April,27,0
168,0,2,0,0,166.5,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,30,0
107,0,0,0,0,119.25,2,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,28,0
140,0,1,0,0,130.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,City Hotel,2017,April,28,0
197,0,2,0,0,162.98,3,0,0,No Deposit,Online TA,TA/TO,Transient,City Hotel,2017,April,27,0
140,0,1,0,0,130.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,City Hotel,2017,April,28,0
140,0,1,0,0,130.0,2,0,0,No Deposit,Offline TA/TO,TA/TO,Transient-Party,City Hotel,2017,April,28,0
